cart_velocity,pole_angular_velocity,pole_angle,motor_command
-103.29088,-3.525381,2.4104166,0.9715239
-99.5361,-3.4066184,2.3536396,0.9715239
-95.78133,-3.28463,2.2988958,0.9715239
-92.02655,-3.1598718,2.2462313,0.9715239
-88.271774,-3.032754,2.1956854,-0.7524385
-91.10111,-2.9325035,2.1468103,-0.7524385
-93.93045,-2.8284776,2.099669,-0.7524385
-96.75979,-2.7210386,2.0543184,-0.7524385
-99.58913,-2.610553,2.0108092,-0.7524385
-102.418465,-2.497372,1.9691863,-0.7524385
-105.2478,-2.3818195,1.9294893,-0.7524385
-108.07714,-2.2642083,1.8917525,-0.7524385
-110.90648,-2.14482,1.8560054,-0.7524385
-113.73582,-2.0239317,1.8222733,-0.7524385
-116.565155,-1.9017885,1.7905768,-0.7524385
-119.39449,-1.7786196,1.7609332,-0.7524385
-122.22383,-1.6546354,1.7333559,-0.9986583
-126.46088,-1.5317241,1.7078271,-0.9986583
-130.69792,-1.4080774,1.6843591,-0.9986583
-134.93497,-1.2838753,1.6629611,0.105643034
-134.93497,-1.1563538,1.6436886,0.105643034
-134.93497,-1.0292034,1.6265352,0.105643034
-134.93497,-0.902483,1.6114938,0.105643034
-134.93497,-0.77624357,1.5985564,0.105643034
-134.93497,-0.650526,1.5877143,0.105643034
-134.93497,-0.5253625,1.5789583,0.105643034
-134.93497,-0.40077052,1.5722787,0.105643034
-134.93497,-0.27677092,1.5676659,0.105643034
-134.93497,-0.15337338,1.5651097,-0.07057929
-134.93497,-0.030586142,1.5646,-0.07057929
-134.93497,0.0915794,1.5661263,-0.07057929
-134.93497,0.21312377,1.5696784,-0.07057929
-134.93497,0.33403316,1.5752456,-0.07057929
-134.93497,0.45429727,1.5828172,-0.07057929
-134.93497,0.5739022,1.5923822,-0.07057929
-134.93497,0.6928295,1.6039294,-0.07057929
-134.93497,0.81104887,1.6174469,-0.93684256
-139.00339,0.9271063,1.6328987,-0.93684256
-143.07181,1.0419163,1.6502639,-0.93684256
-147.14023,1.155365,1.66952,-0.93684256
-151.20865,1.2673314,1.6906422,-0.93684256
-155.27707,1.3776859,1.7136036,-0.93684256
-159.34549,1.486286,1.7383751,-0.93684256
-163.41391,1.5929744,1.7649246,0.8034669
-160.76074,1.7072892,1.7933794,0.8034669
-158.10757,1.8206965,1.8237244,0.8034669
-155.4544,1.9330708,1.8559422,0.8034669
-152.80124,2.0442698,1.8900135,0.8034669
-150.14807,2.1541276,1.9259156,0.8034669
-147.4949,2.262467,1.9636234,0.8034669
-144.84174,2.3690789,2.003108,0.8034669
-142.18857,2.473743,2.044337,-0.16532564
-142.32721,2.5666857,2.087115,-0.16532564
-142.46585,2.6564555,2.1313894,-0.16532564
-142.60449,2.742769,2.177102,-0.16532564
-142.74313,2.8253558,2.2241914,-0.16532564
-142.88177,2.9039228,2.2725902,-0.16532564
-143.02042,2.9781942,2.3222268,-0.16532564
-143.15906,3.047867,2.3730245,-0.16532564
-143.2977,3.1126626,2.4249022,-0.16532564
-143.43634,3.172313,2.4777741,-0.16532564
-143.57498,3.2265306,2.5315497,-0.16532564
-143.71362,3.2750716,2.5861342,-0.16532564
-143.85226,3.317704,2.6414292,-0.16532564
-143.9909,3.35422,2.6973329,-0.16532564
-144.12955,3.384414,2.7537398,-0.9726631
-148.3666,3.3797493,2.810069,-0.9726631
-152.60364,3.3681345,2.8662047,-0.9726631
-156.84068,3.3496163,2.9220316,-0.9726631
-161.07773,3.3242643,2.977436,-0.9726631
-165.31477,3.2921934,3.032306,-0.9726631
-169.55182,3.253543,3.0865316,-0.9726631
-173.78886,3.2084835,3.1400063,0.5796362
-172.38564,3.1994119,-3.0898554,0.5796362
-170.9824,3.1839297,-3.03679,0.5796362
-169.57918,3.1620867,-2.9840884,0.5796362
-168.17595,3.1340075,-2.931855,0.5796362
-166.77272,3.0998,-2.8801916,0.5796362
-165.36949,3.0596323,-2.8291976,0.5796362
-163.96626,3.0136974,-2.7789693,0.5796362
-162.56303,2.9621732,-2.7295997,0.5796362
-161.1598,2.9052925,-2.681178,0.5796362
-159.75658,2.843302,-2.6337898,0.5796362
-158.35335,2.7764204,-2.587516,0.5796362
-156.95012,2.7049232,-2.542434,0.5796362
-155.54689,2.6290877,-2.4986157,0.78523815
-153.00525,2.5559788,-2.456016,-0.30240196
-153.55316,2.4608858,-2.4150014,-0.30240196
-154.10107,2.362732,-2.3756225,-0.30240196
-154.64899,2.2617884,-2.3379261,-0.30240196
-155.1969,2.1583247,-2.301954,-0.073565364
-155.19702,2.0553393,-2.2676983,-0.073565364
-155.19714,1.9502246,-2.2351944,-0.073565364
-155.19727,1.8432168,-2.2044742,-0.073565364
-155.19739,1.7345495,-2.175565,-0.073565364
-155.19751,1.6244268,-2.1484911,-0.073565364
-155.19763,1.5130695,-2.1232734,-0.43201697
-156.27594,1.3964263,-2.0999997,-0.43201697
-157.35425,1.2791009,-2.0786812,-0.43201697
-158.43256,1.161237,-2.0593274,-0.43201697
-159.51086,1.04299,-2.0419443,-0.43201697
-160.58917,0.9244899,-2.026536,-0.43201697
-161.66748,0.8058638,-2.013105,-0.43201697
-162.74579,0.6872225,-2.0016513,-0.43201697
-163.8241,0.5686719,-1.9921734,-0.43201697
-164.9024,0.45031255,-1.9846683,-0.8944529
-168.67267,0.32413143,-1.979266,-0.8944529
-172.44293,0.19845551,-1.9759585,-0.8944529
-176.2132,0.07332657,-1.9747363,-0.8944529
-179.98346,-0.05120446,-1.9755898,-0.8944529
-183.75372,-0.17509475,-1.978508,-0.8944529
-187.52399,-0.29830155,-1.9834797,-0.8944529
-191.29425,-0.42077315,-1.9904926,-0.8944529
-195.06451,-0.5424627,-1.9995337,0.12973118
-195.06451,-0.65158623,-2.0103934,0.12973118
-195.06451,-0.7595813,-2.0230532,0.12973118
-195.06451,-0.8663459,-2.0374923,0.12973118
-195.06451,-0.97176176,-2.0536883,0.12973118
-195.06451,-1.0757177,-2.071617,0.12973118
-195.06451,-1.1780866,-2.0912516,0.12973118
-195.06451,-1.2787347,-2.1125638,0.12973118
-195.06451,-1.3775263,-2.1355226,0.12973118
-195.06451,-1.4743191,-2.1600945,0.12973118
-195.06451,-1.5689528,-2.1862438,0.12973118
-195.06451,-1.6612694,-2.2139316,0.12973118
-195.06451,-1.7510971,-2.2431166,0.12973118
-195.06451,-1.8382654,-2.2737544,0.12973118
-195.06451,-1.9225888,-2.3057976,-0.58327746
-196.89948,-2.0130944,-2.3393493,-0.58327746
-198.73444,-2.1006536,-2.37436,-0.58327746
-200.5694,-2.1850672,-2.4107778,-0.58327746
-202.40436,-2.2661223,-2.4485464,-0.58327746
-204.23932,-2.3436017,-2.4876065,-0.58327746
-206.07428,-2.4172862,-2.5278947,-0.58327746
-207.90924,-2.4869616,-2.569344,-0.58327746
-209.7442,-2.5524201,-2.6118844,-0.58327746
-211.57916,-2.6134348,-2.6554415,0.7001504
-209.53607,-2.6441505,-2.6995108,0.7001504
-207.49298,-2.66966,-2.7440052,0.7001504
-205.44989,-2.6898558,-2.7888362,0.7001504
-203.4068,-2.7046692,-2.833914,0.7001504
-201.36371,-2.7140512,-2.8791482,0.7001504
-199.32062,-2.7179525,-2.9244475,-0.23289096
-199.63821,-2.7336192,-2.970008,-0.23289096
-199.95581,-2.743822,-3.0157382,-0.23289096
-200.2734,-2.7485242,-3.061547,-0.23289096
-200.591,-2.74771,-3.1073422,-0.23289096
-200.9086,-2.7413898,3.1301532,-0.23289096
-201.2262,-2.7295887,3.08466,-0.23289096
-201.5438,-2.7123656,3.039454,-0.23289096
-201.86139,-2.6897905,2.9946241,-0.23289096
-202.17899,-2.6619556,2.9502583,-0.784141
-205.21037,-2.648906,2.9061098,-0.784141
-208.24176,-2.6304896,2.8622682,-0.784141
-211.27315,-2.6067865,2.8188217,-0.784141
-214.30453,-2.5778983,2.7758567,0.1822964
-214.27898,-2.522589,2.7338135,0.1822964
-214.25342,-2.4628768,2.6927655,0.1822964
-214.22786,-2.3989756,2.6527824,0.1822964
-214.2023,-2.3310983,2.6139307,0.1822964
-214.17674,-2.2594678,2.576273,0.1822964
-214.15118,-2.1843095,2.5398679,-0.2781173
-214.61388,-2.1088622,2.5047202,-0.2781173
-215.07657,-2.0302415,2.470883,-0.2781173
-215.53926,-1.9486704,2.438405,0.5846212
-214.1112,-1.8535827,2.407512,0.5846212
-212.68315,-1.756341,2.3782396,0.5846212
-211.2551,-1.6571643,2.3506203,0.5846212
-209.82704,-1.5562614,2.3246825,0.5846212
-208.39899,-1.4538366,2.3004518,0.5846212
-206.97093,-1.3500806,2.2779505,0.5846212
-205.54288,-1.245175,2.2571976,0.5846212
-204.11482,-1.1392981,2.2382092,0.5846212
-202.68677,-1.032616,2.220999,0.5846212
-201.25871,-0.9252837,2.2055776,0.27796566
-201.03796,-0.82280916,2.191864,0.27796566
-200.81721,-0.7198509,2.1798666,0.27796566
-200.59647,-0.61655253,2.1695907,0.27796566
-200.37572,-0.5130476,2.1610398,0.27796566
-200.15497,-0.40947253,2.1542153,0.27796566
-199.93422,-0.3059537,2.149116,0.27796566
-199.71347,-0.20261282,2.145739,0.27796566
-199.49272,-0.0995736,2.1440794,0.21075225
-199.4231,0.0024341582,2.14412,0.21075225
-199.35347,0.10390876,2.1458519,0.21075225
-199.28384,0.20473412,2.149264,0.21075225
-199.21422,0.3047945,2.154344,0.21075225
-199.14459,0.40397635,2.161077,0.21075225
-199.07497,0.50215816,2.1694462,0.21075225
-199.00534,0.5992201,2.1794333,0.21075225
-198.93571,0.69504243,2.1910174,0.21075225
-198.86609,0.78950393,2.2041757,0.32705653
-198.50287,0.8837778,2.2189054,0.32705653
-198.13965,0.97645414,2.2351797,0.32705653
-197.77643,1.067398,2.2529697,0.32705653
-197.41321,1.1564742,2.2722442,0.32705653
-197.04999,1.2435461,2.29297,0.32705653
-196.68677,1.3284698,2.3151112,0.32705653
-196.32355,1.4110959,2.3386295,0.32705653
-195.96033,1.4912796,2.3634841,0.32705653
-195.5971,1.5688652,2.389632,0.32705653
-195.23389,1.6436974,2.417027,0.32705653
-194.87067,1.7156265,2.4456208,0.32705653
-194.50745,1.7844876,2.4753623,0.32705653
-194.14423,1.8501273,2.5061977,-0.7728401
-197.10306,1.892393,2.5377376,-0.7728401
-200.06189,1.930808,2.5699177,-0.7728401
-203.02072,1.9652736,2.6026723,-0.7728401
-205.97955,1.995701,2.635934,-0.7728401
-208.93839,2.0220065,2.6696343,-0.7728401
-211.89722,2.0441232,2.7037032,-0.7728401
-214.85605,2.0619977,2.7380698,-0.7728401
-217.81488,2.075578,2.7726626,-0.7728401
-220.77371,2.0848355,2.80741,-0.7728401
-223.73254,2.089756,2.8422394,0.88530743
-220.55908,2.1341653,2.8778088,0.88530743
-217.38562,2.174374,2.9140484,0.88530743
-214.21216,2.2102628,2.9508862,0.88530743
-211.0387,2.241733,2.9882486,0.88530743
-207.86523,2.2687027,3.0260603,0.88530743
-204.69177,2.291082,3.064245,0.88530743
-201.51831,2.3088152,3.1027253,0.88530743
-198.34485,2.321862,3.141423,0.80878615
-195.65883,2.3265245,-3.1029868,0.80878615
-192.97281,2.3264823,-3.064212,0.80878615
-190.28679,2.32174,-3.0255165,0.5320879
-189.1128,2.3010857,-2.987165,0.5320879
-187.9388,2.2759533,-2.9492323,0.5320879
-186.7648,2.246421,-2.911792,0.5320879
-185.5908,2.2125998,-2.8749154,0.5320879
-184.41681,2.1746194,-2.8386717,0.5320879
-183.24281,2.1325936,-2.8031285,0.5320879
-182.06882,2.0866704,-2.7683506,0.5320879
-180.89482,2.0370047,-2.7344005,0.5320879
-179.72083,1.9837421,-2.701338,0.5320879
-178.54683,1.9270514,-2.6692204,0.5320879
-177.37283,1.8671063,-2.638102,0.6630217
-175.53548,1.8084152,-2.607962,0.6630217
-173.69812,1.7467177,-2.57885,0.6630217
-171.86076,1.6821787,-2.5508137,0.6630217
-170.0234,1.6149721,-2.5238974,0.6630217
-168.18605,1.5452716,-2.498143,0.6630217
-166.3487,1.4732549,-2.4735887,0.6630217
-164.51134,1.399094,-2.4502704,0.6630217
-162.67398,1.3229628,-2.428221,0.6630217
-160.83662,1.2450241,-2.4074707,0.6630217
-158.99927,1.16546,-2.3880463,0.6630217
-157.16191,1.0844266,-2.3699725,0.20040858
-157.10997,0.992515,-2.3534305,0.20040858
-157.05803,0.8996709,-2.338436,0.20040858
-157.00609,0.806041,-2.325002,0.20040858
-156.95415,0.71178555,-2.313139,0.20040858
-156.9022,0.617048,-2.3028548,0.20040858
-156.85027,0.52196777,-2.2941554,0.90061903
-153.57599,0.44263542,-2.2867782,0.90061903
-150.30171,0.36301732,-2.2807279,-0.7594795
-153.17552,0.25327295,-2.2765067,-0.7594795
-156.04933,0.14382242,-2.2741096,0.74997425
-153.71878,0.059954606,-2.2731104,0.74997425
-151.38823,-0.023543835,-2.2735028,0.74997425
-149.05768,-0.10655555,-2.2752788,0.74997425
-146.72713,-0.18894146,-2.2784278,0.74997425
-144.39658,-0.27058712,-2.2829375,0.74997425
-142.06602,-0.35136044,-2.2887936,0.74997425
-139.73547,-0.4311407,-2.2959793,0.74997425
-137.40492,-0.5098055,-2.304476,-0.15165848
-137.51381,-0.59945667,-2.314467,-0.15165848
-137.6227,-0.68780416,-2.3259304,-0.15165848
-137.73158,-0.7747389,-2.3388426,-0.15165848
-137.84047,-0.8601133,-2.3531778,-0.15165848
-137.94936,-0.9438216,-2.3689082,-0.15165848
-138.05824,-1.0257128,-2.3860035,-0.15165848
-138.16713,-1.1056708,-2.4044313,-0.15165848
-138.27602,-1.1835418,-2.4241571,-0.15165848
-138.3849,-1.2592103,-2.445144,-0.15165848
-138.49379,-1.3325207,-2.4673526,0.22397816
-138.39914,-1.4021556,-2.490722,0.22397816
-138.30449,-1.4691603,-2.515208,0.22397816
-138.20984,-1.5333773,-2.5407643,0.22397816
-138.11519,-1.5946863,-2.5673425,0.22397816
-138.02054,-1.6529589,-2.5948918,0.22397816
-137.92589,-1.7080458,-2.6233592,0.22397816
-137.83124,-1.759829,-2.6526897,0.5458865
-136.59215,-1.8006428,-2.6827004,0.5458865
-135.35306,-1.8378425,-2.7133312,0.5458865
-134.11397,-1.8713406,-2.7445202,0.5458865
-132.87488,-1.9010592,-2.7762046,0.63156724
-131.20592,-1.9239298,-2.80827,0.63156724
-129.53696,-1.942856,-2.8406508,0.63156724
-127.868,-1.9578198,-2.8732812,0.63156724
-126.199036,-1.9687606,-2.9060938,0.63156724
-124.530075,-1.9756876,-2.939022,0.63156724
-122.861115,-1.978572,-2.9719982,0.63156724
-121.192154,-1.9774089,-3.004955,0.63156724
-119.52319,-1.9722377,-3.0378256,0.63156724
-117.85423,-1.9630626,-3.0705433,0.63156724
-116.18527,-1.949947,-3.1030424,-0.3583722
-116.94738,-1.9510918,-3.1355605,-0.3583722
-117.70949,-1.9482849,3.1151533,-0.3583722
-118.471596,-1.9415457,3.0827942,-0.3583722
-119.2337,-1.9309238,3.0506122,-0.3583722
-119.99581,-1.9164348,3.0186715,-0.3583722
-120.75792,-1.8981507,2.9870358,-0.7037631
-123.28638,-1.8892001,2.955549,-0.7037631
-125.814835,-1.8764344,2.9242752,-0.7037631
-128.34329,-1.8599093,2.8932767,-0.7037631
-130.87175,-1.8396741,2.8626153,-0.7037631
-133.4002,-1.8158252,2.8323517,-0.7037631
-135.92867,-1.7884355,2.8025444,-0.7037631
-138.45712,-1.7575923,2.773251,-0.14624673
-138.55492,-1.7064264,2.7448106,-0.14624673
-138.65271,-1.6523378,2.7172716,-0.14624673
-138.7505,-1.5954505,2.6906807,-0.14624673
-138.8483,-1.5359386,2.6650817,-0.14624673
-138.94609,-1.4739351,2.640516,-0.14624673
-139.04388,-1.4096191,2.6170223,-0.14624673
-139.14168,-1.34312,2.594637,-0.14624673
-139.23947,-1.2746146,2.5733933,-0.14624673
-139.33727,-1.2042705,2.553322,-0.14624673
-139.43506,-1.1322156,2.5344517,-0.14624673
-139.53285,-1.0586262,2.516808,-0.14624673
-139.63065,-0.98363364,2.5004141,-0.14624673
-139.72844,-0.9074009,2.4852908,-0.14624673
-139.82623,-0.8300854,2.471456,0.25420952
-139.66533,-0.7503013,2.458951,0.25420952
-139.50443,-0.6697373,2.4477887,0.25420952
-139.34352,-0.5885345,2.4379797,0.25420952
-139.18262,-0.5068365,2.4295325,0.25420952
-139.02171,-0.4247762,2.422453,0.25420952
-138.86081,-0.34249783,2.4167447,0.25420952
-138.6999,-0.26011094,2.4124095,0.9768574
-134.9081,-0.15750243,2.4097846,0.9768574
-131.11629,-0.05521024,2.4088645,0.9768574
-127.32447,0.04663993,2.4096417,0.9768574
-123.53265,0.1479269,2.4121072,0.9768574
-119.74084,0.24852626,2.4162493,0.9768574
-115.94902,0.34830803,2.4220543,0.9768574
-112.1572,0.44716603,2.429507,0.9768574
-108.36539,0.5449654,2.4385898,0.9768574
-104.57357,0.64158076,2.449283,0.9768574
-100.78175,0.7368837,2.4615643,0.9768574
-96.98994,0.83074385,2.47541,0.9768574
-93.19812,0.92301613,2.4907937,0.9768574
-89.4063,1.0135869,2.5076869,0.5373732
-88.20751,1.0866742,2.525798,0.5373732
-87.00872,1.1576467,2.545092,0.5373732
-85.80993,1.2263666,2.5655315,0.5373732
-84.61114,1.2927258,2.587077,0.5373732
-83.412346,1.356584,2.6096866,0.5373732
-82.213554,1.417805,2.6333168,0.5373732
-81.01476,1.4762857,2.6579216,0.5373732
-79.81597,1.531895,2.683453,0.5373732
-78.61718,1.5845082,2.7098615,0.5373732
-77.41839,1.6339992,2.7370949,0.47672486
-76.49323,1.6783941,2.765068,0.47672486
-75.56808,1.7194632,2.7937257,0.47672486
-74.64292,1.7570859,2.8230104,0.47672486
-73.717766,1.7911856,2.8528636,0.47672486
-72.79261,1.8216959,2.8832252,0.47672486
-71.867455,1.8485181,2.914034,0.47672486
-70.9423,1.8716013,2.9452271,0.47672486
-70.01714,1.8908921,2.976742,0.47672486
-69.09199,1.9063603,3.0085146,0.47672486
-68.16683,1.9179462,3.0404804,0.47672486
-67.24168,1.9256415,3.0725744,0.73728824
-64.98553,1.9393706,3.1048973,0.73728824
-62.729378,1.9491475,3.137383,-0.33845377
-63.412533,1.9329697,-3.1135862,-0.33845377
-64.09569,1.9129778,-3.0817032,-0.33845377
-64.77884,1.8892488,-3.0502157,0.48729122
-63.807755,1.8741785,-3.0189793,0.48729122
-62.83667,1.8554242,-2.9880555,0.48729122
-61.865585,1.8330277,-2.957505,0.48729122
-60.8945,1.8070805,-2.927387,0.48729122
-59.923416,1.7776804,-2.897759,0.48729122
-58.95233,1.7448937,-2.8686774,0.48729122
-57.981247,1.7088505,-2.8401966,0.48729122
-57.010162,1.6696333,-2.8123693,0.48729122
-56.039078,1.6273751,-2.7852464,0.48729122
-55.067993,1.5822086,-2.7588763,0.48729122
-54.09691,1.5342367,-2.7333057,-0.88549316
-57.805138,1.4514816,-2.7091143,-0.88549316
-61.513367,1.3667377,-2.6863353,-0.88549316
-65.221596,1.2802167,-2.6649983,-0.88549316
-68.929825,1.1920844,-2.6451302,-0.88549316
-72.638054,1.1025178,-2.6267548,-0.88549316
-76.34628,1.0116864,-2.6098933,-0.88549316
-80.05451,0.91975677,-2.594564,-0.88549316
-83.76274,0.8268864,-2.5807824,-0.88549316
-87.47097,0.7332577,-2.5685616,-0.88549316
-91.1792,0.63901013,-2.5579114,-0.88549316
-94.88743,0.5442929,-2.5488398,-0.88549316
-98.59566,0.44925463,-2.5413523,-0.88549316
-102.30389,0.3540277,-2.535452,-0.44200653
-103.42787,0.27467087,-2.530874,-0.44200653
-104.55186,0.19526802,-2.5276196,-0.44200653
-105.67584,0.11596116,-2.525687,-0.44200653
-106.79983,0.036873884,-2.5250723,-0.44200653
-107.92381,-0.041867726,-2.5257702,-0.44200653
-109.0478,-0.12013956,-2.5277724,-0.44200653
-110.17178,-0.19780627,-2.5310693,-0.44200653
-111.29577,-0.27476746,-2.5356488,-0.44200653
-112.419754,-0.35089368,-2.541497,-0.44200653
-113.54374,-0.42606598,-2.548598,-0.44200653
-114.667725,-0.5001597,-2.556934,-0.44200653
-115.79171,-0.5730611,-2.5664852,-0.44200653
-116.915695,-0.64464617,-2.5772293,0.55652976
-115.625595,-0.6995213,-2.588888,0.55652976
-114.335495,-0.7528453,-2.6014354,0.55652976
-113.045395,-0.80449665,-2.6148436,0.55652976
-111.755295,-0.85437864,-2.6290832,0.55652976
-110.465195,-0.9023814,-2.6441228,0.55652976
-109.175095,-0.9484595,-2.6599305,0.55652976
-107.884995,-0.9924925,-2.676472,0.55652976
-106.594894,-1.0344092,-2.693712,0.55652976
-105.304794,-1.0740961,-2.7116137,0.55652976
-104.014694,-1.1115258,-2.730139,0.55652976
-102.724594,-1.1466053,-2.7492492,0.55652976
-101.434494,-1.1792359,-2.7689033,0.55652976
-100.144394,-1.2094086,-2.78906,-0.9089399
-104.015686,-1.2732602,-2.810281,-0.9089399
-107.88698,-1.3345641,-2.8325238,-0.9089399
-111.75827,-1.3931862,-2.8557436,-0.9089399
-115.62956,-1.449037,-2.8798943,-0.9089399
-119.500854,-1.5019431,-2.9049265,-0.9089399
-123.37215,-1.5518186,-2.9307902,-0.9089399
-116.96662,0,-0.008726646,0.6742151
-110.87513,0.18190432,0.119869895,-0.88666445
-117.76042,1.2286652,0.14034764,0.95067203
-109.38976,1.1783389,0.15998663,0.95067203
-101.019104,1.13075,0.17883247,0.95067203
-92.648445,1.0858134,0.19692937,0.95067203
-84.27779,1.0434254,0.2143198,0.95067203
-75.90713,1.0035226,0.23104517,0.95067203
-67.53647,0.965954,0.2471444,0.95067203
-59.16581,0.9306525,0.2626553,0.95067203
-50.79515,0.8975292,0.27761412,-0.50521183
-54.38929,0.95261157,0.29349098,-0.50521183
-57.98343,1.0091422,0.31031,-0.50521183
-61.577568,1.0672387,0.3280973,-0.50521183
-65.17171,1.1269294,0.34687948,-0.50521183
-68.76585,1.1883376,0.36668512,-0.50521183
-72.359985,1.2514787,0.3875431,-0.50521183
-75.954124,1.3164803,0.40948445,-0.50521183
-79.54826,1.3833528,0.4325403,-0.50521183
-83.1424,1.4521867,0.45674345,0.944396
-74.77174,1.4427278,0.4807889,-0.9430339
-82.140564,1.5409253,0.506471,-0.9430339
-89.509384,1.6406928,0.53381586,-0.9430339
-96.878204,1.7420678,0.56285036,-0.9430339
-104.247025,1.8450787,0.59360164,-0.9430339
-111.615845,1.9497565,0.62609756,-0.9430339
-118.984665,2.056037,0.66036487,-0.9430339
-126.353485,2.1639097,0.69643,-0.9430339
-133.7223,2.2733188,0.7343187,-0.9430339
-141.09113,2.3841786,0.774055,-0.9430339
-148.45995,2.49638,0.8156613,0.19523597
-146.52318,2.5620832,0.8583627,0.19523597
-144.58641,2.6312573,0.902217,0.19523597
-142.64964,2.7038443,0.94728106,0.19523597
-140.71288,2.7797492,0.9936102,0.19523597
-138.77611,2.8588488,1.0412577,0.19523597
-136.83934,2.941013,1.0902746,0.19523597
-134.90257,3.0260751,1.1407092,0.19523597
-132.9658,3.1138704,1.192607,0.19523597
-131.02904,3.204155,1.2460096,0.19523597
-129.09227,3.2967095,1.3009547,0.19523597
-127.15551,3.3912559,1.3574756,0.19523597
-125.21875,3.487488,1.4156004,-0.18110174
-125.96866,3.5881746,1.4754033,-0.18110174
-126.71857,3.6886158,1.5368803,-0.18110174
-127.468475,3.78836,1.6000196,-0.18110174
-128.21838,3.8869317,1.6648017,-0.18110174
-128.96829,3.9838202,1.7311987,-0.18110174
-129.7182,4.078481,1.7991734,-0.18110174
-130.46811,4.1703568,1.8686793,-0.18110174
-131.21802,4.258853,1.9396602,-0.18110174
-131.96793,4.343377,2.01205,-0.18110174
-132.71783,4.4233265,2.085772,-0.18110174
-133.46774,4.498093,2.1607404,-0.18110174
-134.21765,4.5670934,2.2368586,-0.18110174
-134.96756,4.62972,2.3140206,-0.18110174
-135.71747,4.68543,2.392111,-0.18196726
-136.47511,4.733665,2.4710054,-0.18196726
-137.23276,4.773984,2.550572,-0.18196726
-137.9904,4.805961,2.6306713,-0.18196726
-138.74805,4.829267,2.711159,-0.18196726
-139.50569,4.8435535,2.791885,-0.18196726
-140.26334,4.848619,2.8726952,-0.18196726
-141.02098,4.844321,2.953434,-0.18196726
-141.77863,4.8305902,3.033944,-0.18196726
-142.53627,4.807438,3.1140678,-0.18196726
-143.29391,4.7749577,-3.0895348,-0.18196726
-144.05156,4.7333283,-3.0106459,0.54181135
-139.10106,4.725089,-2.9318943,0.54181135
-134.15056,4.707112,-2.8534424,0.54181135
-129.20006,4.6794662,-2.7754514,0.54181135
-124.249565,4.642301,-2.6980798,0.54181135
-119.29907,4.595874,-2.621482,0.54181135
-114.34858,4.540456,-2.5458076,0.33812785
-111.16317,4.465494,-2.4713826,0.33812785
-107.97776,4.3830366,-2.398332,0.33812785
-104.79235,4.2935643,-2.3267727,0.33812785
-101.60694,4.197618,-2.2568123,0.33812785
-98.42153,4.0957227,-2.1885502,0.33812785
-95.23612,3.9884148,-2.1220767,-0.16735262
-95.86304,3.8613126,-2.0577216,-0.16735262
-96.48995,3.731631,-1.9955277,0.057613134
-95.77063,3.604024,-1.9354607,0.057613134
-95.05131,3.4742334,-1.8775568,0.057613134
-94.331985,3.3427129,-1.8218449,0.057613134
-93.61266,3.209884,-1.7683469,0.057613134
-92.89334,3.0761418,-1.7170779,-0.9201887
-100.06627,2.933237,-1.6681906,-0.9201887
-107.2392,2.7930248,-1.6216402,-0.9201887
-114.412125,2.6556504,-1.5773793,-0.9201887
-121.58505,2.5212176,-1.535359,-0.9201887
-128.75798,2.389797,-1.495529,0.31462312
-125.77725,2.2557223,-1.4579337,-0.6569843
-130.6855,2.1285458,-1.4224579,-0.6569843
-135.59375,2.0038328,-1.3890607,0.3789004
-132.05385,1.8701701,-1.3578912,0.3789004
-128.51395,1.7370749,-1.3289399,0.3789004
-124.97405,1.6046463,-1.3021958,0.3789004
-121.43416,1.4729705,-1.2776463,0.3789004
-117.894264,1.3421019,-1.255278,0.3789004
-114.35437,1.2120861,-1.2350765,0.029413462
-113.88801,1.0905159,-1.2169013,0.029413462
-113.421646,0.97019124,-1.2007314,0.029413462
-112.955284,0.8510772,-1.1865468,0.029413462
-112.48892,0.73310316,-1.1743284,0.029413462
-112.02256,0.61621255,-1.1640582,0.029413462
-111.5562,0.5003394,-1.1557192,0.029413462
-111.089836,0.3853965,-1.1492959,0.029413462
-110.623474,0.27131096,-1.1447741,0.029413462
-110.15711,0.1579972,-1.1421407,0.029413462
-109.69075,0.045370582,-1.1413846,0.029413462
-109.22439,-0.066660695,-1.1424956,0.029413462
-108.758026,-0.17817873,-1.1454653,0.029413462
-108.291664,-0.2892661,-1.1502863,0.029413462
-107.8253,-0.40001297,-1.1569532,-0.84206814
-114.32762,-0.4895285,-1.165112,-0.84206814
-120.82994,-0.57930714,-1.1747671,-0.84206814
-127.33226,-0.66947556,-1.185925,-0.84206814
-133.83458,-0.76015687,-1.1985943,-0.84206814
-140.3369,-0.85147864,-1.2127856,-0.84206814
-146.83922,-0.94354856,-1.2285115,-0.84206814
-153.34154,-1.0364813,-1.2457862,-0.84206814
-159.84386,-1.1303749,-1.2646258,-0.84206814
-166.34618,-1.2253306,-1.285048,-0.84206814
-172.8485,-1.321436,-1.3070719,-0.84206814
-179.35081,-1.4187663,-1.330718,-0.84206814
-185.85313,-1.5173876,-1.3560078,-0.84206814
-192.35545,-1.6173629,-1.3829639,-0.84206814
-198.85777,-1.7187304,-1.4116094,-0.7865777
-204.883,-1.8220845,-1.4419775,-0.7865777
-210.90822,-1.9267586,-1.4740901,-0.7865777
-216.93344,-2.0327413,-1.5079691,-0.7865777
-222.95866,-2.1400018,-1.5436358,-0.7865777
