iter,avg_reward,avg_len,episodes,std,loss
1109,2635.9041,2753.05,20,0.1349,26.3154
1110,2590.8604,2831.00,22,0.1349,23.8656
1111,2829.4596,3000.00,25,0.1348,24.6461
1112,2678.9032,2892.57,21,0.1347,26.9039
1113,2906.3370,2932.55,20,0.1345,29.2542
1114,2776.3264,2843.50,28,0.1343,26.8129
1115,2648.8849,2842.57,21,0.1343,31.2502
1116,2595.4072,2776.08,24,0.1341,29.1368
1117,2680.6787,2806.92,26,0.1339,29.4348
1118,2853.8561,2892.39,18,0.1336,30.7437
1119,2599.3115,2780.00,24,0.1336,26.9846
1120,2918.5895,2996.96,26,0.1333,24.3829
1121,2715.1251,2881.32,19,0.1330,28.7452
1122,2832.2457,3000.00,23,0.1327,25.0747
1123,2622.1493,2755.84,25,0.1322,22.6793
1124,2732.1896,2936.73,22,0.1319,22.5048
1125,2787.4011,3000.00,19,0.1316,21.0547
1126,2678.8751,2912.48,25,0.1313,23.5106
1127,2662.8223,2851.21,24,0.1312,27.3340
1128,2580.5982,2693.86,21,0.1312,30.7851
1129,2543.3753,2826.28,25,0.1311,24.8945
1130,2693.7617,2883.00,23,0.1309,30.7170
1131,2540.5029,2835.25,20,0.1306,24.6377
1132,2701.3671,2785.42,26,0.1305,27.9011
1133,2740.6019,3000.00,22,0.1303,21.5964
1134,2939.3406,3000.00,21,0.1300,25.1286
1135,2619.3009,2712.37,27,0.1300,28.0615
1136,2874.6155,2988.60,20,0.1300,30.4520
1137,2891.0582,2960.05,22,0.1299,27.6016
1138,2673.4186,2898.08,25,0.1300,25.7101
1139,2743.9272,2871.65,20,0.1300,28.7525
1140,2627.8258,2804.25,24,0.1299,25.6201
1141,2670.7642,2749.54,26,0.1298,22.3924
1142,2379.4402,2491.79,24,0.1296,33.5363
1143,2813.5066,2822.67,24,0.1294,32.1272
1144,2619.8663,2864.43,23,0.1291,24.2574
1145,2689.7957,2928.10,21,0.1288,29.3342
1146,2657.1626,2843.05,22,0.1287,29.4148
1147,2882.3303,3000.00,23,0.1287,32.2648
1148,2901.6925,2887.14,21,0.1287,26.5914
1149,2758.2159,2796.40,25,0.1287,32.3771
1150,2763.2551,2957.46,24,0.1287,25.1878
1151,3098.6253,2938.53,17,0.1285,23.7661
1152,2903.7598,3000.00,25,0.1284,28.2211
1153,2792.0899,2861.58,24,0.1283,29.0087
1154,2649.9869,2939.75,20,0.1282,26.8338
1155,2684.9496,2784.73,26,0.1283,27.5085
1156,2691.8900,2829.46,24,0.1282,25.9007
1157,2626.7461,2779.33,21,0.1281,31.0316
1158,2471.4097,2804.52,25,0.1281,26.4304
1159,2939.3403,3000.00,21,0.1280,22.4906
1160,2657.7977,2875.75,20,0.1278,28.1418
1161,2918.1846,3000.00,28,0.1277,22.8133
1162,2475.9680,2753.30,20,0.1277,25.2983
1163,2662.7041,2881.14,21,0.1278,26.7855
1164,2984.3064,2988.76,25,0.1276,27.1870
1165,2647.8212,2763.04,23,0.1274,30.8635
1166,2796.0089,3000.00,20,0.1273,26.6136
1167,2664.1811,2858.71,24,0.1272,27.5777
1168,2837.3408,2852.07,27,0.1272,32.2984
1169,2781.2141,2875.00,17,0.1271,29.0287
1170,2767.6247,2909.96,24,0.1269,32.8388
1171,2760.8187,3000.00,24,0.1269,24.9134
1172,2461.8910,2674.09,22,0.1267,26.3009
1173,2487.9174,2751.42,26,0.1266,27.7429
1174,2895.0423,2985.95,20,0.1265,26.9266
1175,2732.6462,2875.86,21,0.1265,23.2460
1176,2714.2235,2966.31,26,0.1266,31.0851
1177,2962.6872,3000.00,18,0.1266,26.2361
1178,2833.8877,2963.08,24,0.1264,28.0969
1179,2666.8439,2794.37,27,0.1262,27.8456
1180,2673.3350,2800.48,21,0.1259,31.4700
1181,2693.5600,2898.14,21,0.1259,30.2131
1182,2836.2314,2927.08,26,0.1258,25.5030
1183,2461.5438,2621.09,23,0.1258,28.5070
1184,2454.0640,2651.87,23,0.1258,25.6110
1185,2725.0602,2925.12,26,0.1257,26.8072
1186,2701.7702,2881.52,23,0.1257,27.6510
1187,2530.6539,2986.67,18,0.1256,26.7626
1188,2789.1816,2952.08,25,0.1255,24.6823
1189,2674.5761,2861.87,23,0.1254,28.1796
1190,2702.5890,2850.67,21,0.1252,31.8772
1191,2889.8181,2960.00,25,0.1250,29.0762
1192,2629.0260,2888.68,19,0.1250,34.9760
1193,2894.9339,2946.29,21,0.1250,24.7958
1194,2704.2314,2876.93,27,0.1249,26.7927
1195,2730.8585,3000.00,18,0.1248,29.3085
1196,2752.7026,2902.13,23,0.1247,30.6051
1197,2788.6471,2883.11,28,0.1247,29.5353
1198,2542.7039,2820.87,15,0.1246,29.6885
1199,2946.8409,3000.00,23,0.1245,30.3346
1200,3013.5041,3000.00,29,0.1243,25.1916
1201,2377.5313,2579.31,16,0.1240,30.5087
1202,2732.3391,2922.80,25,0.1237,27.1754
1203,2502.1810,2751.52,27,0.1236,24.2208
1204,2621.5488,2733.84,19,0.1236,25.8271
1205,2620.1025,2856.78,27,0.1235,21.3560
1206,2766.8883,2958.10,20,0.1235,27.5822
1207,2567.0047,2855.32,19,0.1233,28.4639
1208,2836.5551,2904.83,29,0.1231,33.1497
1209,2810.1248,2926.57,21,0.1229,31.5654
1210,2790.9488,2915.22,18,0.1228,32.3271
1211,2996.3684,3000.00,27,0.1228,31.1090
1212,2874.1708,2950.00,23,0.1228,24.5682
1213,2890.0408,2958.33,18,0.1227,28.1383
1214,2919.7107,3000.00,25,0.1227,31.0787
1215,2683.2367,2791.08,25,0.1227,29.0882
1216,3089.3474,3000.00,19,0.1227,27.5248
1217,2867.2001,2793.57,23,0.1227,25.6105
1218,2746.3154,2844.32,28,0.1226,30.1587
1219,2646.4096,2895.18,17,0.1226,24.5751
1220,2806.4363,3000.00,23,0.1225,24.0593
1221,2642.2099,2869.36,28,0.1224,30.7987
1222,2770.4869,2879.95,19,0.1225,27.3874
1223,2734.5170,2961.95,19,0.1225,23.3413
1224,2819.9600,3000.00,27,0.1223,26.7730
1225,2854.1397,2948.18,22,0.1222,27.6960
1226,2659.6466,2843.47,19,0.1221,28.7241
1227,2618.0411,2995.75,24,0.1220,20.2674
1228,2623.2782,2912.08,24,0.1220,28.8615
1229,2731.4377,2901.68,19,0.1219,23.7586
1230,2874.0618,3000.00,22,0.1216,26.2521
1231,2956.0524,3000.00,24,0.1216,30.7023
1232,2936.3631,3000.00,20,0.1217,27.7952
1233,2788.3049,3000.00,20,0.1218,28.4496
1234,2869.8268,3000.00,24,0.1218,26.2346
1235,2929.8507,3000.00,26,0.1218,29.4074
1236,2723.0852,2894.69,16,0.1217,28.6363
1237,3014.1677,2939.08,25,0.1216,28.1370
1238,2979.0784,3000.00,25,0.1216,27.4687
1239,2855.9312,2912.59,17,0.1214,25.3035
1240,3035.1951,2985.88,24,0.1213,25.9323
1241,2988.3605,3000.00,24,0.1212,29.5278
1242,2787.8830,3000.00,17,0.1211,26.3007
1243,2628.0757,2770.33,27,0.1208,33.2254
1244,2717.5662,3000.00,23,0.1208,32.1098
1245,2962.0396,3000.00,15,0.1207,32.0616
1246,2779.8363,2838.74,31,0.1206,24.4287
1247,2857.9786,2931.32,22,0.1205,26.0217
1248,2956.7162,3000.00,14,0.1204,30.3041
1249,2896.7455,3000.00,28,0.1204,26.3008
1250,2787.9025,2984.65,23,0.1203,27.2642
1251,2613.9279,3000.00,18,0.1203,24.1045
1252,2821.1585,2927.08,25,0.1201,24.4677
1253,2701.2450,2824.00,26,0.1201,35.6289
1254,2766.0541,2728.55,20,0.1201,32.4741
1255,2634.8352,2869.57,23,0.1199,33.9549
1256,2832.8414,3000.00,24,0.1195,30.6363
1257,2870.1730,2866.48,21,0.1194,26.6997
1258,2910.8587,2911.26,23,0.1192,24.5832
1259,2707.3198,2929.17,23,0.1191,28.2951
1260,2866.8558,2954.33,21,0.1191,31.0589
1261,2834.0332,2893.48,23,0.1191,27.8113
1262,2751.6425,2850.92,26,0.1189,34.7645
1263,2679.3352,2846.09,23,0.1188,24.9263
1264,2793.7899,2965.32,19,0.1186,24.9463
1265,2928.3885,3000.00,22,0.1184,30.0486
1266,2843.3602,2867.52,27,0.1181,28.8630
1267,2817.4969,2972.28,18,0.1180,29.5353
1268,2547.2919,2696.21,24,0.1178,21.7223
1269,2729.9799,2873.76,29,0.1178,33.2895
1270,2863.4645,3000.00,14,0.1179,29.1543
1271,2568.1327,2785.48,25,0.1178,26.6026
1272,2735.5448,2913.03,29,0.1177,26.9235
1273,2942.1429,2850.79,14,0.1176,28.4674
1274,2820.3587,2972.62,24,0.1174,26.8921
1275,2794.2849,2856.16,31,0.1173,30.1061
1276,2758.6610,2800.29,14,0.1172,26.7955
1277,2671.3357,2909.04,25,0.1170,29.2345
1278,2707.6867,2990.96,27,0.1169,25.1940
1279,2664.4789,2831.69,16,0.1169,25.8174
1280,2678.5040,2918.13,23,0.1167,27.8445
1281,2716.6595,2840.68,28,0.1165,31.1178
1282,2690.0786,2823.74,19,0.1164,28.2358
1283,2430.5676,2599.25,24,0.1163,29.2894
1284,2626.0032,2794.91,34,0.1162,25.1499
1285,2482.9292,2806.38,13,0.1162,34.5169
1286,2875.4261,2961.29,21,0.1161,29.2162
1287,2849.7469,2988.10,31,0.1161,36.3334
1288,2532.5838,2692.80,15,0.1161,28.8437
1289,2565.3279,2676.25,24,0.1160,26.5152
1290,2771.8269,2854.66,32,0.1159,28.2462
1291,2785.0620,2864.23,13,0.1158,26.7606
1292,2645.7678,2806.50,26,0.1157,30.2964
1293,2705.9376,2803.40,30,0.1157,29.8324
1294,2479.9461,2668.44,16,0.1157,25.9321
1295,2824.9929,2860.19,26,0.1157,23.2709
1296,2785.7081,2943.60,25,0.1157,25.8732
1297,2635.0153,2851.55,20,0.1156,28.3947
1298,2627.0233,2898.24,21,0.1155,24.7639
1299,2660.7029,2888.46,26,0.1154,22.8891
1300,2663.6892,2870.64,22,0.1153,22.0879
1301,2601.5439,2800.29,21,0.1152,31.3820
1302,2754.2614,2789.44,25,0.1151,21.9789
1303,2552.0920,2672.00,29,0.1149,33.5714
1304,2580.0753,2835.12,17,0.1148,25.4640
1305,2777.0603,2753.89,27,0.1148,27.1095
1306,2850.7155,2953.28,25,0.1148,30.3617
1307,2475.6142,2617.47,19,0.1147,31.6569
1308,2671.2950,2746.50,26,0.1144,29.3923
1309,2687.0527,2759.62,24,0.1142,27.3624
1310,2720.2656,2818.38,21,0.1142,26.2597
1311,2687.1264,2869.48,25,0.1141,22.5107
1312,2725.4162,2852.46,24,0.1141,31.5986
1313,2721.6706,2837.40,20,0.1142,30.9668
1314,2649.3855,2759.91,23,0.1141,26.8444
1315,2628.6521,2699.58,33,0.1140,22.6468
1316,2481.2739,2734.89,18,0.1140,36.4178
1317,2852.8715,2898.32,19,0.1139,25.4149
1318,2605.9125,2829.33,30,0.1139,25.5968
1319,2466.2152,2677.62,21,0.1138,33.4909
1320,2784.8956,2969.89,18,0.1136,32.9125
1321,2507.3360,2664.91,32,0.1135,28.0124
1322,2293.5003,2588.13,23,0.1136,31.4451
1323,2810.6812,2872.44,18,0.1134,26.7301
1324,2673.5453,2900.54,26,0.1132,24.5488
1325,2842.5574,3000.00,23,0.1131,30.5929
1326,2808.4793,2918.37,19,0.1130,27.9030
1327,2954.8244,2913.96,24,0.1130,29.0325
1328,2652.5525,2907.00,24,0.1129,27.7553
1329,2617.1538,2821.90,20,0.1128,29.3739
1330,2429.1632,2596.80,30,0.1126,28.5956
1331,2862.4284,2932.76,21,0.1126,34.0449
1332,2590.3708,2737.25,20,0.1126,35.8138
1333,2790.5825,2847.24,29,0.1125,30.7457
1334,2478.3305,2671.67,21,0.1124,24.3766
1335,2619.4485,2643.33,24,0.1123,35.3474
1336,2722.2023,2845.78,27,0.1123,28.8497
1337,2259.4837,2377.04,28,0.1121,28.3507
1338,2789.5380,2827.81,21,0.1119,25.8334
1339,2684.0446,2701.05,22,0.1118,30.7266
1340,2746.3506,2775.90,29,0.1117,30.1832
1341,2511.9526,2544.33,24,0.1115,29.5522
1342,2217.4267,2494.57,21,0.1115,28.0172
1343,2832.1944,2815.61,28,0.1114,30.6871
1344,2448.9633,2723.67,21,0.1113,32.4354
1345,2522.5973,2845.89,19,0.1112,27.1900
1346,2575.8660,2745.42,33,0.1112,33.2555
1347,2566.3091,2686.45,22,0.1110,36.3917
1348,2872.2957,2856.31,16,0.1109,24.1689
1349,2769.3804,2955.24,29,0.1108,26.8175
1350,2591.1586,2809.91,23,0.1108,27.3438
1351,2771.4847,2930.06,18,0.1107,27.2019
1352,2746.7116,2909.19,26,0.1105,34.3509
1353,2512.2503,2702.48,25,0.1104,28.4413
1354,2695.2825,2889.76,21,0.1105,26.8110
1355,2761.0568,2868.00,24,0.1105,34.5523
1356,2793.7301,2862.82,22,0.1105,27.8678
1357,2798.2946,2875.38,21,0.1106,29.5810
1358,2360.7444,2540.23,30,0.1106,30.2839
1359,2931.9669,2890.27,22,0.1104,25.8343
1360,2654.3357,2844.29,17,0.1104,31.8845
1361,2853.2013,2916.14,29,0.1103,32.4001
1362,2608.9029,2830.17,23,0.1102,31.5791
1363,2890.4553,2897.75,16,0.1100,29.2034
1364,2850.5813,2881.10,30,0.1099,27.7178
1365,2783.5068,2793.61,23,0.1098,25.1467
1366,2766.0157,2810.93,14,0.1097,21.4910
1367,2741.9634,2823.76,34,0.1095,28.7769
1368,2653.2470,2755.91,23,0.1095,28.7132
1369,2890.3193,2904.38,13,0.1095,26.1480
1370,3013.3612,2980.50,32,0.1097,26.5129
1371,2459.6152,2681.69,26,0.1096,31.3087
1372,2590.1258,2826.31,16,0.1095,29.5266
1373,2743.6224,2901.46,26,0.1094,27.5500
1374,2846.7213,2928.25,24,0.1093,24.2353
1375,2377.2044,2617.15,20,0.1093,27.6629
1376,2388.1664,2680.00,28,0.1092,29.2070
1377,2884.8525,2888.18,22,0.1092,25.3459
1378,2783.1610,2932.24,17,0.1092,23.6224
1379,2830.8517,3000.00,28,0.1092,23.5361
1380,2606.9406,2845.24,21,0.1091,31.4124
1381,2563.4424,2714.57,23,0.1090,33.5180
1382,2723.8608,2689.41,29,0.1089,31.1898
1383,2742.2870,2918.60,20,0.1086,25.7270
1384,2580.3317,2642.09,23,0.1085,30.2673
1385,2555.4540,2745.97,30,0.1084,25.9488
1386,2528.8081,2829.00,17,0.1083,24.3998
1387,2778.0071,2882.19,21,0.1082,22.9337
1388,2726.6684,2853.10,31,0.1082,27.1805
1389,2536.4840,2584.77,22,0.1080,31.3880
1390,2790.2724,2906.71,17,0.1080,25.8717
1391,2709.0639,2904.50,28,0.1080,28.4778
1392,2612.5231,2768.08,25,0.1080,24.0726
1393,2761.5879,2871.44,18,0.1079,24.8129
1394,2804.8959,2924.80,25,0.1078,26.9473
1395,2626.0983,2766.88,25,0.1077,33.4958
1396,2579.0458,2822.33,18,0.1075,29.7506
1397,2779.1549,2832.60,25,0.1073,28.1176
1398,2779.5098,2782.93,27,0.1071,31.1467
1399,2482.1658,2549.29,21,0.1068,27.2902
1400,2793.1347,2910.55,22,0.1067,27.7215
1401,2858.5931,3000.00,22,0.1067,21.4165
1402,2642.0166,2770.81,27,0.1066,23.2466
1403,2544.3081,2743.04,24,0.1064,24.1531
1404,2683.0501,2831.62,21,0.1063,30.3333
1405,2562.9839,2674.59,27,0.1062,31.1102
1406,2729.8318,2842.77,22,0.1062,30.7590
1407,2679.4437,2834.76,21,0.1062,31.4009
1408,2751.2183,2794.35,26,0.1061,25.4560
1409,2735.3195,2855.87,23,0.1060,32.3892
1410,2659.8817,2711.71,24,0.1060,26.4975
1411,2777.7901,2767.54,24,0.1060,25.4851
1412,2673.9308,2887.75,24,0.1060,29.4647
1413,2652.9669,2899.56,18,0.1059,26.3981
1414,2872.2765,2986.64,25,0.1059,24.2068
1415,2572.0663,2825.33,24,0.1058,26.1549
1416,2704.0010,2871.05,20,0.1059,25.8273
1417,2751.1072,2832.44,25,0.1059,29.4942
1418,2605.1154,2894.48,23,0.1059,26.8203
1419,2657.5841,2900.57,21,0.1059,29.8160
1420,2626.6660,2761.08,26,0.1057,26.2282
1421,2835.2749,2870.62,24,0.1057,26.4110
1422,2736.8404,2855.45,20,0.1057,28.0925
1423,2651.7824,2806.71,24,0.1058,29.8394
1424,2996.8082,2984.13,23,0.1056,27.7411
1425,2638.3908,2842.64,22,0.1055,28.7186
1426,2697.4751,2761.42,24,0.1055,29.0240
1427,2748.5018,2843.29,24,0.1055,28.7493
1428,2946.1735,2975.00,22,0.1054,25.3090
1429,2478.3456,2641.64,28,0.1053,35.8171
1430,2421.3159,2604.05,22,0.1052,28.0519
1431,2630.9166,2747.14,21,0.1050,24.5612
1432,2842.1924,2899.32,25,0.1050,32.6125
1433,2866.0708,2852.77,22,0.1050,38.1933
1434,2643.1571,2778.43,21,0.1047,31.6956
1435,2832.5631,2828.07,27,0.1043,27.9652
1436,2517.0902,2585.52,29,0.1040,28.3141
1437,2600.9702,2674.89,18,0.1039,28.2292
1438,2861.0379,2967.71,24,0.1039,27.2006
1439,2800.9500,2874.50,24,0.1039,30.0106
1440,2696.0536,2841.95,21,0.1039,31.8533
1441,2728.9383,2792.83,24,0.1038,30.4363
1442,2643.8869,2839.73,22,0.1038,31.7001
1443,2504.9037,2729.48,25,0.1038,29.2976
1444,2597.4638,2886.75,24,0.1038,24.7109
1445,2615.9159,2730.04,24,0.1036,28.1316
1446,2522.4091,2683.71,24,0.1034,30.8289
1447,2758.9038,2884.96,24,0.1034,29.6389
1448,2672.6548,2811.95,21,0.1034,26.5779
1449,2675.0253,2885.88,24,0.1035,28.8704
1450,2874.4017,2879.96,23,0.1035,25.9026
1451,2811.3713,2756.65,20,0.1033,25.8895
1452,2641.2547,2865.40,25,0.1031,28.2995
1453,2475.0729,2672.18,28,0.1028,25.1843
1454,2485.0706,2620.75,20,0.1026,25.8875
1455,2709.9001,2864.14,22,0.1026,24.4662
1456,2707.7990,2860.82,28,0.1027,25.0564
1457,2552.4959,2711.90,21,0.1026,26.9022
1458,2601.2087,2785.38,24,0.1026,31.0559
1459,2669.2815,2868.40,25,0.1025,31.7888
1460,2744.4360,2774.19,21,0.1024,27.3533
1461,2877.7936,2866.45,22,0.1023,30.8507
1462,2763.8175,2800.78,27,0.1023,29.5496
1463,2783.1030,2968.85,20,0.1024,26.8699
1464,2634.3907,2904.68,19,0.1025,25.9121
1465,2586.9977,2779.28,29,0.1024,24.6376
1466,2524.7022,2752.86,22,0.1023,20.5232
1467,2517.8462,2596.82,22,0.1023,28.8752
1468,2742.9236,2944.83,24,0.1023,31.6140
1469,2566.4977,2791.21,24,0.1022,36.5154
1470,2812.0832,2865.67,24,0.1021,30.4078
1471,3048.2882,3000.00,17,0.1019,30.8758
1472,2769.1411,2906.78,27,0.1017,30.2240
1473,2810.6854,2848.04,25,0.1016,25.8916
1474,2714.7555,2875.32,19,0.1015,35.7651
1475,2754.9713,2825.62,26,0.1015,23.2976
1476,2566.9197,2826.00,25,0.1013,25.3676
1477,2696.8428,3000.00,16,0.1012,22.4962
1478,2752.7426,2900.00,29,0.1011,19.3051
1479,2608.8353,2881.19,21,0.1012,29.3140
1480,2703.6344,2854.44,18,0.1012,27.2709
1481,2904.5297,2971.50,28,0.1010,24.2147
1482,2935.7999,2977.00,20,0.1009,23.4442
1483,2726.0462,2843.85,20,0.1008,33.2080
1484,2899.8550,2935.38,26,0.1006,23.6622
1485,2591.7865,2748.57,23,0.1006,29.7479
1486,2894.3785,2959.42,19,0.1006,22.4343
1487,2889.7445,2897.24,25,0.1005,26.9981
1488,2714.1446,2865.08,26,0.1004,26.0562
1489,2286.0385,2550.75,20,0.1004,28.6070
1490,2646.3870,2746.23,26,0.1005,26.4407
1491,2694.1344,2679.27,26,0.1004,37.6634
1492,2630.8365,2633.00,20,0.1004,27.1397
1493,2625.3208,2782.35,26,0.1004,27.5190
1494,2616.6360,2746.14,29,0.1003,30.9442
1495,2569.2621,2665.00,14,0.1003,28.4995
1496,2810.1739,3000.00,25,0.1003,26.2400
1497,2895.9968,2996.85,26,0.1001,27.1032
1498,2489.2818,2739.07,15,0.1001,29.6548
1499,2720.1070,2830.19,32,0.1000,24.2141
1500,2537.3134,2611.04,23,0.0998,25.5072
1501,2738.0566,2858.11,18,0.0996,27.0480
1502,2576.3188,2791.90,31,0.0994,29.3658
1503,2721.2274,2843.57,21,0.0994,29.4544
1504,2391.0433,2591.06,18,0.0994,31.5767
1505,2791.6643,2800.97,33,0.0994,27.9368
1506,2645.5444,2895.95,19,0.0993,23.5521
1507,2553.9695,2702.86,21,0.0992,34.8223
1508,2696.6001,2755.48,31,0.0992,21.4394
1509,2969.3795,2879.53,19,0.0991,31.4845
1510,2662.6262,2864.72,18,0.0990,25.0110
1511,2877.0808,2930.52,31,0.0989,26.7149
1512,2792.6222,2932.44,18,0.0989,25.8853
1513,2688.2227,2831.05,22,0.0988,26.7434
1514,2581.0545,2708.30,30,0.0988,27.4684
1515,2818.6948,2862.17,18,0.0988,28.3152
1516,2811.9722,2973.14,22,0.0987,24.1070
1517,2662.2142,2899.37,27,0.0986,23.4925
1518,2935.2280,2881.74,19,0.0985,23.5275
1519,2746.0945,2806.92,25,0.0985,26.8892
1520,2955.5456,2973.91,23,0.0985,30.3373
1521,2567.6541,2676.90,21,0.0985,29.6635
1522,2694.0597,2759.52,27,0.0984,29.8520
1523,2569.1342,2669.50,22,0.0984,32.1354
1524,2731.9426,2805.96,24,0.0983,25.0263
1525,2729.7851,2899.58,24,0.0983,27.8273
1526,2562.0183,2824.20,20,0.0981,23.3026
1527,2590.1638,2839.46,24,0.0980,30.7850
1528,2661.3673,2762.68,25,0.0978,23.9023
1529,2789.8067,2798.57,21,0.0977,26.6363
1530,2810.9803,2968.27,22,0.0976,29.7993
1531,2947.1765,2987.30,23,0.0976,26.7495
1532,2972.6011,3000.00,22,0.0976,31.6421
1533,2867.3450,2884.00,22,0.0976,29.1201
1534,2605.7840,2848.04,23,0.0976,29.0894
1535,2653.0483,2849.26,27,0.0975,25.8046
1536,2452.5451,2610.35,23,0.0974,27.0421
1537,2562.4527,2844.91,22,0.0974,31.8675
1538,2712.4305,2801.55,22,0.0974,30.5173
1539,2765.3498,2780.63,27,0.0973,27.9512
1540,2703.2789,2775.77,22,0.0972,21.9147
1541,2828.1967,2967.23,22,0.0972,24.7571
1542,2671.1479,2875.54,26,0.0972,26.6338
1543,2508.3791,2638.76,21,0.0971,27.3902
1544,2894.4152,3000.00,21,0.0969,26.7642
1545,2559.5095,2747.83,30,0.0968,33.0335
1546,2387.7229,2491.45,22,0.0968,27.3447
1547,2654.6760,2644.00,26,0.0968,30.5806
1548,2788.3353,2973.50,20,0.0968,24.0901
1549,2431.3239,2637.80,25,0.0969,26.5991
1550,2787.5972,2769.57,28,0.0968,28.1982
1551,2631.4048,2725.47,17,0.0968,32.6481
1552,2604.7543,2786.96,26,0.0968,26.7489
1553,2548.1370,2714.07,27,0.0967,24.7091
1554,2811.3388,2885.76,17,0.0968,27.7903
