iter,avg_reward,avg_len,episodes,std,loss
555,2336.0305,2707.43,30,0.2310,21.7050
556,2407.2851,2889.90,20,0.2308,22.2384
557,2337.7758,2898.64,22,0.2309,22.2872
558,2391.4605,2871.65,26,0.2307,20.6122
559,2431.1169,2881.36,22,0.2305,21.3381
560,2633.4684,2998.33,21,0.2302,20.4414
561,2519.2420,2871.62,26,0.2298,19.5098
562,2545.5609,2983.10,20,0.2292,21.4248
563,2499.1698,2951.67,21,0.2283,20.8326
564,2431.9763,2983.88,25,0.2277,22.3664
565,2579.5891,3000.00,18,0.2274,19.7833
566,2493.4464,2968.30,23,0.2270,21.1057
567,2546.4738,3000.00,23,0.2267,21.8350
568,2660.6927,3000.00,18,0.2266,19.1088
569,2523.9627,2930.92,25,0.2266,22.5961
570,2599.2798,3000.00,25,0.2262,22.3035
571,2581.2654,2987.47,17,0.2260,20.5496
572,2414.1202,2927.40,25,0.2260,21.1287
573,2465.8243,2992.42,24,0.2258,23.1875
574,2447.6476,2893.06,16,0.2257,18.7243
575,2539.9331,2957.38,29,0.2256,18.8330
576,2473.4954,2857.29,21,0.2253,21.1252
577,2401.3107,2799.50,20,0.2251,23.0829
578,2647.3624,3000.00,25,0.2250,21.2329
579,2498.3284,2961.90,21,0.2248,21.8405
580,2546.5533,3000.00,18,0.2246,18.1229
581,2407.4883,2836.00,28,0.2238,20.6355
582,2508.4332,3000.00,23,0.2230,21.0329
583,2428.5406,2813.32,19,0.2227,22.7478
584,2508.1743,3000.00,24,0.2226,21.4025
585,2450.9416,2895.35,23,0.2223,22.9391
586,2487.1469,2946.58,19,0.2224,21.9152
587,2491.1399,2957.08,26,0.2223,20.9419
588,2531.0566,2968.58,19,0.2219,18.7512
589,2649.9131,3000.00,21,0.2215,21.8060
590,2629.2066,3000.00,26,0.2212,20.4456
591,2313.9558,2808.05,20,0.2209,20.0961
592,2362.5406,2798.57,23,0.2205,20.5225
593,2458.7922,2902.80,25,0.2203,23.5710
594,2360.0598,2925.67,21,0.2199,25.3529
595,2617.9317,3000.00,19,0.2196,21.5897
596,2435.3395,2810.42,31,0.2195,18.7370
597,2475.3039,2956.75,20,0.2196,21.8120
598,2431.6468,2828.05,19,0.2195,24.8479
599,2566.8801,3000.00,28,0.2192,20.1963
600,2470.5490,3000.00,17,0.2189,20.6081
601,2579.4697,2927.61,23,0.2183,20.5712
602,2367.4475,2821.37,30,0.2178,21.8520
603,2545.8742,2960.47,17,0.2173,20.6829
604,2435.3906,3000.00,20,0.2171,21.8821
605,2531.9259,2963.38,29,0.2171,18.2571
606,2550.2136,2990.60,15,0.2174,21.0521
607,2625.8373,2993.58,24,0.2170,20.4990
608,2557.3435,3000.00,25,0.2165,23.2101
609,2298.0563,2703.28,18,0.2163,21.2469
610,2540.3858,2859.88,26,0.2161,21.0730
611,2596.3191,2912.83,24,0.2160,21.8834
612,2539.5078,2836.41,17,0.2157,22.9789
613,2548.2458,3000.00,25,0.2150,20.4397
614,2383.6358,2838.77,26,0.2143,24.3610
615,2649.8346,2896.18,17,0.2141,22.9127
616,2625.6580,3000.00,25,0.2138,21.8043
617,2666.1682,2985.50,24,0.2137,20.0434
618,2616.3803,3000.00,16,0.2136,20.8069
619,2450.3133,2977.56,25,0.2137,19.4349
620,2334.8845,2752.77,26,0.2134,23.5011
621,2430.3427,2846.62,21,0.2135,21.9085
622,2669.8668,2972.90,20,0.2136,23.5048
623,2612.9787,2994.81,26,0.2135,19.9230
624,2349.2881,2781.73,22,0.2133,21.8259
625,2536.4480,2809.90,20,0.2129,19.4678
626,2437.4973,2935.15,27,0.2125,21.4504
627,2559.8763,2918.62,21,0.2125,22.4059
628,2511.9728,3000.00,21,0.2126,22.6054
629,2454.1516,2934.96,25,0.2122,21.7247
630,2469.3431,2911.35,23,0.2117,21.3800
631,2524.9969,2886.16,19,0.2114,21.8189
632,2372.3620,2828.36,25,0.2109,24.0086
633,2639.0042,3000.00,24,0.2103,19.8712
634,2576.7521,3000.00,16,0.2098,20.8509
635,2388.9303,2873.00,27,0.2095,21.6636
636,2484.8940,2876.69,26,0.2090,21.9484
637,2336.9346,2777.29,17,0.2086,22.0436
638,2535.8591,2959.21,24,0.2082,18.3454
639,2470.7283,2998.00,24,0.2081,18.8613
640,2306.4438,2712.64,22,0.2082,21.9414
641,2460.6023,2955.00,21,0.2079,20.0274
642,2495.9419,2925.00,24,0.2076,19.6688
643,2469.3245,2998.48,21,0.2076,22.8452
644,2548.6933,3000.00,22,0.2075,19.2457
645,2462.2263,2943.30,23,0.2073,20.5016
646,2565.3209,2963.43,21,0.2068,20.8297
647,2500.0327,2910.05,22,0.2064,22.5691
648,2525.0599,3000.00,23,0.2062,19.0853
649,2515.3064,2852.65,23,0.2060,20.9800
650,2467.3299,2899.81,21,0.2056,18.0674
651,2546.6736,3000.00,22,0.2054,21.7439
652,2537.1446,3000.00,22,0.2052,22.1025
653,2664.7764,2876.86,21,0.2048,21.5138
654,2587.6306,3000.00,24,0.2045,22.5723
655,2662.4471,3000.00,23,0.2044,17.5965
656,2609.3095,3000.00,19,0.2043,22.2953
657,2500.2420,2891.15,26,0.2038,21.9584
658,2517.1305,2914.65,23,0.2033,20.6303
659,2555.2776,2936.63,19,0.2030,21.8721
660,2517.4016,2892.92,25,0.2029,21.7100
661,2397.1850,2850.42,24,0.2027,20.0196
662,2526.5679,2904.00,18,0.2025,21.0621
663,2447.2957,2825.19,26,0.2023,21.9899
664,2393.0850,2853.32,25,0.2021,22.8175
665,2725.6722,3000.00,18,0.2021,23.2625
666,2596.6146,2920.96,26,0.2021,19.9262
667,2520.2721,3000.00,22,0.2018,19.1910
668,2671.0490,3000.00,18,0.2015,22.4933
669,2566.2764,2907.25,28,0.2011,22.9915
670,2601.7986,3000.00,21,0.2008,21.9800
671,2373.7695,2882.95,19,0.2007,20.4620
672,2554.7224,2960.52,29,0.2005,21.6137
673,2429.0823,3000.00,17,0.2002,22.0296
674,2617.9308,3000.00,20,0.1998,22.7951
675,2577.1942,3000.00,28,0.1996,23.1518
676,2601.7103,3000.00,17,0.1996,19.8990
677,2584.0184,3000.00,21,0.1996,19.0838
678,2662.4200,3000.00,26,0.1994,23.4516
679,2418.8195,2958.72,18,0.1991,21.7380
680,2667.7948,3000.00,22,0.1990,19.9203
681,2619.6466,3000.00,25,0.1986,20.7851
682,2495.8782,2955.11,18,0.1979,21.1082
683,2506.8962,2895.54,24,0.1973,22.7560
684,2607.0888,3000.00,24,0.1968,18.6866
685,2582.7986,3000.00,17,0.1968,25.6730
686,2566.5503,2939.67,24,0.1971,20.8281
687,2588.3039,2925.76,25,0.1971,19.6018
688,2567.8279,3000.00,18,0.1971,18.0926
689,2466.5450,2888.25,24,0.1971,22.0228
690,2546.1260,2922.17,29,0.1969,23.9854
691,2583.3725,3000.00,13,0.1967,22.1999
692,2675.8799,3000.00,23,0.1966,20.7699
693,2448.8349,2827.91,32,0.1965,19.7064
694,2447.3099,2848.71,14,0.1965,20.0025
695,2470.0320,2888.00,21,0.1961,20.9619
696,2573.0814,2934.62,34,0.1955,19.9979
697,2496.5645,3000.00,11,0.1954,18.0241
698,2611.6673,2898.29,24,0.1956,21.5610
699,2422.7434,2849.31,32,0.1955,20.4574
700,2550.9128,2970.07,14,0.1951,19.6999
701,2431.1707,2854.48,23,0.1948,19.8005
702,2630.4777,3000.00,28,0.1943,20.1372
703,2518.8096,2917.18,17,0.1937,21.3403
704,2480.7370,2952.52,21,0.1933,21.4693
705,2625.2931,2995.86,28,0.1930,20.7054
706,2503.5673,3000.00,16,0.1931,18.7807
707,2646.6019,3000.00,24,0.1933,19.8138
708,2582.4892,2930.96,25,0.1931,19.5707
709,2611.5547,3000.00,18,0.1932,21.2325
710,2616.8251,3000.00,23,0.1931,23.8171
711,2499.6004,2897.73,26,0.1930,22.6175
712,2768.5424,3000.00,17,0.1928,23.3806
713,2487.5064,2817.89,28,0.1924,21.3918
714,2598.6198,2933.00,23,0.1919,22.1459
715,2583.3492,2892.94,17,0.1915,19.9276
716,2627.5790,3000.00,25,0.1911,20.6364
717,2461.0569,2901.87,23,0.1909,20.6292
718,2612.6603,3000.00,20,0.1908,18.8896
719,2552.5470,3000.00,21,0.1908,24.0941
720,2447.4096,2815.76,25,0.1909,21.4029
721,2611.2023,3000.00,23,0.1908,21.8459
722,2621.3583,2973.79,19,0.1908,20.1721
723,2645.3266,3000.00,23,0.1904,17.9787
724,2648.1701,3000.00,24,0.1901,22.3443
725,2615.3763,2981.63,19,0.1900,22.2186
726,2637.5267,3000.00,22,0.1898,21.6118
727,2536.3935,2949.24,25,0.1896,23.0486
728,2508.8008,2843.35,23,0.1893,21.0400
729,2501.7148,2873.15,20,0.1893,17.6813
730,2654.6874,3000.00,21,0.1893,22.5845
731,2662.0895,3000.00,26,0.1893,24.4675
732,2475.8170,2900.40,20,0.1889,18.8367
733,2686.4741,2999.16,19,0.1885,21.1794
734,2650.5990,3000.00,27,0.1884,22.4576
735,2580.3319,3000.00,19,0.1882,23.6083
736,2417.6227,2861.42,19,0.1881,19.2059
737,2543.4710,2920.44,32,0.1881,22.5587
738,2430.8749,2835.81,16,0.1879,22.4500
739,2604.2911,3000.00,18,0.1878,23.2814
740,2728.2004,3000.00,34,0.1878,21.7098
741,2752.9780,3000.00,15,0.1878,21.7341
742,2443.5710,2788.91,22,0.1877,22.6447
743,2648.1164,2924.07,29,0.1874,21.9873
744,2679.8867,2989.71,17,0.1868,25.4494
745,2736.1805,2932.25,20,0.1866,21.4447
746,2758.3986,3000.00,30,0.1865,22.1772
747,2665.7234,3000.00,15,0.1863,21.1553
748,2656.2416,3000.00,21,0.1862,26.5359
749,2545.9012,2970.87,30,0.1862,26.7320
750,2763.3878,3000.00,15,0.1861,23.5362
751,2580.7575,2879.00,23,0.1858,24.6607
752,2654.8321,3000.00,29,0.1856,20.1965
753,2671.5109,3000.00,12,0.1855,22.0893
754,2664.9216,2985.36,28,0.1850,19.4633
755,2545.6607,2901.76,25,0.1846,26.1306
756,2664.7374,3000.00,13,0.1842,21.6341
757,2712.2249,3000.00,27,0.1841,19.7038
758,2454.5636,2772.81,27,0.1841,25.1598
759,2795.7459,3000.00,14,0.1841,22.4555
760,2522.0964,2943.92,24,0.1839,21.9440
761,2790.5429,3000.00,27,0.1837,18.9143
762,2630.4278,3000.00,16,0.1836,23.8858
763,2554.7437,3000.00,22,0.1836,18.2492
764,2621.8488,3000.00,26,0.1833,21.2283
765,2744.3034,3000.00,19,0.1830,21.7779
766,2600.7273,2969.69,26,0.1831,20.8082
767,2592.8202,2921.75,20,0.1831,20.3735
768,2672.4798,3000.00,21,0.1826,21.9440
769,2665.3150,3000.00,25,0.1823,19.3972
770,2648.1090,3000.00,18,0.1820,23.8100
771,2771.0703,3000.00,21,0.1817,23.5412
772,2634.5953,2924.82,28,0.1814,24.5496
773,2433.7148,2707.84,19,0.1813,24.5797
774,2585.2371,3000.00,20,0.1810,23.2689
775,2651.6841,2893.57,28,0.1808,25.6152
776,2889.9292,3000.00,18,0.1807,21.2977
777,2676.2197,2919.16,19,0.1805,27.8999
778,2691.3015,2996.29,31,0.1806,24.4812
779,2449.6283,2647.37,19,0.1805,21.0485
780,2554.8545,2821.81,21,0.1805,21.7841
781,2670.1238,3000.00,27,0.1804,23.8470
782,2513.4848,2832.71,21,0.1802,23.7542
783,2878.5726,3000.00,20,0.1802,26.1945
784,2707.1161,2985.56,25,0.1803,27.4351
785,2774.4972,2971.91,23,0.1804,21.0412
786,2441.8169,2873.56,18,0.1802,23.8291
787,2630.3711,2997.92,26,0.1801,22.8860
788,2517.6753,2867.54,24,0.1801,22.6164
789,2617.1827,3000.00,17,0.1795,23.6582
790,2714.5738,2910.93,27,0.1791,22.7070
791,2732.0568,3000.00,21,0.1791,19.2827
792,2820.8736,3000.00,20,0.1789,24.9627
793,2465.1513,2820.82,28,0.1788,24.6276
794,2715.5424,2955.63,19,0.1786,23.6910
795,2757.8032,2901.67,21,0.1785,21.5954
796,2690.1771,3000.00,26,0.1783,21.1420
797,2628.0118,3000.00,17,0.1781,23.2553
798,2792.8580,3000.00,21,0.1778,24.5592
799,2762.8323,3000.00,27,0.1778,25.4029
800,2477.5583,2853.72,18,0.1780,18.5473
801,2743.0950,3000.00,21,0.1777,24.1832
802,2516.6338,2900.00,28,0.1775,20.6922
803,2543.1798,2856.00,19,0.1775,23.1161
804,2864.5506,3000.00,19,0.1771,24.3326
805,2846.9901,3000.00,26,0.1767,26.6091
806,2854.5819,3000.00,22,0.1768,21.0746
807,2645.1854,3000.00,19,0.1770,20.9165
808,2647.5347,3000.00,25,0.1767,25.2655
809,2836.9535,3000.00,22,0.1764,21.3243
810,2686.0765,2937.85,20,0.1760,21.8898
811,2646.5725,3000.00,23,0.1756,25.8326
812,2696.4777,3000.00,23,0.1755,23.8167
813,2690.4010,2887.29,21,0.1754,23.4309
814,2747.3097,3000.00,23,0.1752,23.1926
815,2870.7846,3000.00,20,0.1750,24.5391
816,2725.7977,2900.96,24,0.1748,23.1141
817,2683.0231,3000.00,21,0.1748,26.2394
818,2845.6841,3000.00,19,0.1748,26.3151
819,2874.2844,2995.71,24,0.1746,23.5166
820,2946.2242,3000.00,23,0.1743,26.0103
821,2897.9134,3000.00,18,0.1740,28.9673
822,2804.8682,3000.00,26,0.1738,24.9035
823,2889.3938,3000.00,22,0.1736,28.0383
824,2780.1440,2905.00,22,0.1735,23.6131
825,2655.9328,2972.29,24,0.1735,29.4918
826,2576.1538,3000.00,23,0.1732,20.9646
827,2705.5532,2846.11,18,0.1727,21.7883
828,2768.9477,2995.08,24,0.1723,21.4638
829,2712.0034,2848.76,25,0.1719,22.0362
830,2751.0306,2940.20,20,0.1716,28.1389
831,2672.4240,2910.46,24,0.1714,21.8998
832,2655.8748,3000.00,21,0.1714,23.2496
833,2819.7601,2941.09,23,0.1713,25.7274
834,2612.5604,2806.40,25,0.1713,22.0814
835,2735.0831,3000.00,20,0.1712,23.6117
836,2732.1124,3000.00,21,0.1712,24.6609
837,2588.9458,2975.40,25,0.1712,27.2314
838,2721.1029,2880.25,20,0.1712,28.4419
839,2626.7559,2925.35,23,0.1712,21.3760
840,2968.5447,3000.00,23,0.1711,23.6588
841,2753.4759,3000.00,19,0.1711,27.8161
842,3002.5497,3000.00,23,0.1710,24.5464
843,2844.2415,3000.00,23,0.1708,21.8837
844,2637.4100,2967.38,21,0.1707,22.6418
845,2711.7425,3000.00,22,0.1706,24.9501
846,2817.9987,3000.00,22,0.1707,28.3542
847,2670.1016,2932.09,23,0.1705,26.4739
848,2664.1086,3000.00,22,0.1703,29.6285
849,2732.8102,2881.77,22,0.1701,25.3547
850,2727.9988,2916.78,23,0.1700,27.4794
851,2841.6986,3000.00,24,0.1700,22.7873
852,2732.9092,2991.94,18,0.1698,26.0734
853,2754.9781,3000.00,24,0.1698,25.8870
854,2819.3429,2947.72,25,0.1700,21.5114
855,2675.5825,3000.00,15,0.1701,27.7097
856,2656.3872,3000.00,24,0.1699,29.7781
857,2904.5922,3000.00,27,0.1695,23.4414
858,2574.4356,2748.00,15,0.1690,23.5710
859,2797.5617,3000.00,26,0.1691,25.5940
860,2887.6758,3000.00,23,0.1692,28.9453
861,2716.2438,2934.88,17,0.1692,26.8318
862,2656.9919,2920.12,26,0.1693,23.4699
863,2771.5790,3000.00,23,0.1695,27.7586
864,2833.3651,3000.00,17,0.1694,30.0785
865,2826.5234,2997.69,26,0.1689,21.0691
866,2756.5901,2880.48,23,0.1687,26.7237
867,2848.3303,3000.00,20,0.1685,28.9724
868,2834.9412,2987.61,23,0.1684,25.8621
869,2752.2936,3000.00,21,0.1682,27.0785
870,2686.6981,3000.00,22,0.1680,26.3340
871,2815.9119,3000.00,22,0.1678,31.0450
872,2748.8403,2963.35,23,0.1676,29.9429
873,2819.8592,3000.00,20,0.1673,25.7369
874,2619.5402,2810.15,26,0.1672,21.7669
875,2857.4687,3000.00,20,0.1672,28.0864
876,2865.8023,3000.00,22,0.1670,25.3349
877,2691.3856,3000.00,23,0.1667,22.9587
878,2967.3838,3000.00,22,0.1666,25.4565
879,2605.4196,2910.09,22,0.1668,23.3889
880,2835.1999,3000.00,23,0.1671,25.9041
881,2608.6924,3000.00,19,0.1670,27.0206
882,2763.4293,2918.40,25,0.1669,30.0106
883,2607.3875,2752.58,24,0.1668,24.6641
884,2934.1156,2951.21,19,0.1665,25.0598
885,2664.0765,2971.36,25,0.1662,27.6150
886,2855.6771,3000.00,21,0.1662,24.8195
887,2728.1435,2850.24,21,0.1663,29.3500
888,2678.7685,2943.00,25,0.1663,33.2332
889,2849.5446,3000.00,20,0.1663,22.8679
890,2865.7219,3000.00,22,0.1665,32.2852
891,2921.0491,3000.00,24,0.1667,23.6836
892,2744.3182,2911.95,21,0.1666,24.8078
893,2844.6127,2990.90,21,0.1664,30.5839
894,2718.8498,3000.00,25,0.1662,24.8792
895,2647.7629,2832.76,25,0.1661,29.1025
896,2940.8951,3000.00,16,0.1657,27.2163
897,2680.1818,3000.00,26,0.1655,27.1144
898,2775.7984,3000.00,23,0.1654,29.1615
899,2560.5704,2769.39,18,0.1652,24.3232
900,2735.4067,3000.00,26,0.1648,29.2479
901,3100.9511,3000.00,22,0.1646,23.5498
902,2638.9547,2977.53,19,0.1644,26.4856
903,2801.5507,3000.00,25,0.1642,26.9593
904,2702.2992,2914.77,22,0.1641,22.7200
905,2769.6228,2959.64,22,0.1637,32.2722
906,2806.8735,3000.00,22,0.1633,29.2068
907,2658.2741,3000.00,21,0.1630,28.9528
908,2888.1257,3000.00,23,0.1629,22.8384
909,2824.5357,2991.33,21,0.1629,25.8328
910,2790.9911,2904.38,21,0.1630,28.4861
911,2872.1926,3000.00,25,0.1630,34.1694
912,2832.6353,3000.00,18,0.1629,29.2616
913,2910.0885,3000.00,22,0.1628,24.4544
914,2726.2461,3000.00,25,0.1625,31.7291
915,2630.3624,3000.00,17,0.1625,24.8534
916,2950.0260,2930.08,24,0.1624,29.4252
917,2746.6520,2918.96,26,0.1621,23.5228
918,2581.2499,2764.67,18,0.1620,27.3399
919,2818.3958,2932.67,24,0.1617,27.9947
920,2905.7429,3000.00,23,0.1614,27.1809
921,2760.6798,2919.43,21,0.1612,30.6574
922,2575.8195,2931.86,22,0.1611,29.3230
923,2867.6564,2993.23,22,0.1612,25.0426
924,2711.9227,2802.50,22,0.1612,24.4878
925,2676.6393,2890.17,24,0.1610,26.9676
926,2812.7112,2962.50,22,0.1607,28.6097
927,2798.6016,2858.58,24,0.1604,28.1556
928,2705.2308,2913.95,21,0.1602,27.6010
929,2805.2035,3000.00,23,0.1596,24.1250
930,2704.5094,3000.00,22,0.1594,27.0940
931,2785.1971,2895.22,23,0.1593,25.9136
932,3002.2856,3000.00,23,0.1592,30.5760
933,2727.9057,2926.19,21,0.1589,27.7435
934,2919.2720,2962.92,24,0.1589,22.7944
935,2784.3386,2891.55,22,0.1589,24.5439
936,2708.7093,2932.96,24,0.1586,23.0389
937,2729.1935,3000.00,20,0.1582,26.4342
938,2785.6899,2904.27,22,0.1578,27.0494
939,2805.1673,3000.00,24,0.1575,27.2717
940,2506.2841,2707.30,23,0.1575,27.5731
941,2905.9003,2922.86,22,0.1577,25.3183
942,2802.1172,3000.00,23,0.1578,24.9550
943,2726.2177,3000.00,20,0.1578,25.0281
944,2760.7412,2936.82,22,0.1577,24.8339
945,2699.2946,3000.00,24,0.1575,24.5378
946,2755.7683,2894.57,23,0.1573,31.1471
947,2848.8153,3000.00,20,0.1572,25.6713
948,2676.1281,2990.77,22,0.1570,27.7275
949,2662.8341,2888.00,25,0.1568,30.4768
950,2833.8451,2884.19,21,0.1567,25.8355
951,2728.3057,2872.09,22,0.1566,25.4002
952,2794.6665,2935.12,25,0.1566,26.5688
953,2684.6807,2833.30,23,0.1566,23.4954
954,2755.0367,2960.79,19,0.1563,31.5556
955,2785.7109,3000.00,22,0.1562,23.0688
956,2887.4197,2988.68,25,0.1561,34.4315
957,2801.6935,2907.05,20,0.1559,28.7976
958,2812.5170,2990.60,20,0.1557,24.0531
959,2739.8135,2982.54,24,0.1557,26.6903
960,2663.0804,2892.95,21,0.1556,22.9410
961,2527.6328,2861.64,25,0.1555,30.4468
962,2620.7152,2913.27,22,0.1553,23.7985
963,2599.5815,2885.76,21,0.1550,26.0754
964,2910.1871,3000.00,23,0.1547,19.4103
965,2692.1195,2954.55,22,0.1545,33.8969
966,2604.8586,2903.95,21,0.1543,22.9817
967,2695.6367,2863.68,25,0.1543,23.9468
968,2698.6429,3000.00,20,0.1540,22.6240
969,2643.1438,3000.00,22,0.1536,27.4600
970,2910.3986,3000.00,22,0.1534,27.8300
971,2695.2382,2907.21,24,0.1530,22.9946
972,2692.3157,2920.57,23,0.1527,27.6393
973,2737.4960,3000.00,21,0.1525,28.9576
974,2826.4872,2904.12,25,0.1525,25.0646
975,2848.2126,2977.50,22,0.1524,28.2645
976,2707.6751,2867.80,20,0.1523,27.2216
977,2769.7944,3000.00,25,0.1522,28.0984
978,2758.7912,2906.23,22,0.1521,25.7402
979,2750.7907,3000.00,19,0.1520,35.1616
980,2759.5946,3000.00,24,0.1518,24.6695
981,2813.3226,3000.00,22,0.1518,25.5152
982,2670.2621,2835.55,20,0.1517,28.0702
983,2930.9612,3000.00,24,0.1515,22.8035
984,2802.9805,2972.26,23,0.1512,25.7951
985,2811.4422,3000.00,18,0.1507,22.1959
986,2772.1892,3000.00,26,0.1504,26.5764
987,2826.9397,3000.00,22,0.1504,21.9248
988,2707.4504,2871.06,17,0.1503,29.3258
989,2678.1113,3000.00,27,0.1503,25.0991
990,2785.3105,3000.00,21,0.1502,24.0222
991,2706.1334,3000.00,20,0.1500,28.6072
992,2845.6943,3000.00,23,0.1497,25.3541
993,2697.9667,2904.21,24,0.1495,27.6796
994,2772.0369,3000.00,20,0.1494,30.9971
995,2771.0951,2871.73,22,0.1493,28.9965
996,2776.6701,3000.00,25,0.1493,24.4497
997,2671.6476,2917.77,22,0.1492,23.4746
998,2803.7117,2950.90,20,0.1490,24.4920
999,2639.8916,2799.08,25,0.1490,28.0767
1000,2812.7269,2886.76,21,0.1489,23.0512
1001,2689.1185,2990.17,23,0.1489,20.6686
1002,2768.2420,3000.00,21,0.1488,26.6903
1003,2826.0471,2903.14,22,0.1487,34.0767
1004,2921.3471,3000.00,22,0.1487,22.6650
1005,2321.1866,2612.31,26,0.1487,31.7710
1006,2692.3396,2888.73,22,0.1487,25.4191
1007,2661.7045,2901.27,22,0.1486,25.2074
1008,2859.5884,3000.00,22,0.1484,25.4079
1009,2677.7004,2928.48,25,0.1483,25.0570
1010,2676.2437,2885.30,20,0.1481,27.5065
1011,2647.6911,2832.41,22,0.1478,24.7566
1012,2854.0113,3000.00,26,0.1476,24.7158
1013,2628.1353,2893.67,18,0.1475,23.7482
1014,2818.4691,2999.08,24,0.1473,25.4505
1015,2907.8722,3000.00,23,0.1468,23.9436
1016,2688.9681,2828.17,24,0.1463,26.6736
1017,2617.2042,2910.35,23,0.1460,23.0690
1018,2635.2381,2889.67,21,0.1459,33.7411
1019,2755.1577,3000.00,21,0.1459,25.6985
1020,2890.4973,2973.50,26,0.1459,26.9520
1021,2607.9221,2695.24,21,0.1456,29.4894
1022,2743.3017,3000.00,21,0.1454,27.3865
1023,2845.2874,2990.40,25,0.1452,24.1960
1024,2285.7785,2672.18,22,0.1450,33.8698
1025,2845.1358,2922.50,22,0.1449,24.9632
1026,2899.8399,3000.00,23,0.1448,27.0806
1027,3010.9832,3000.00,21,0.1446,30.3125
1028,2607.7243,2833.96,23,0.1444,30.1566
1029,2874.2632,3000.00,22,0.1443,31.7335
1030,2570.8603,2892.36,22,0.1443,32.5802
1031,2934.0334,2897.23,22,0.1442,24.8623
1032,2667.6137,2896.27,26,0.1441,26.3559
1033,2753.4867,2863.75,20,0.1441,27.4110
1034,2860.8815,3000.00,22,0.1441,23.0885
1035,3064.6269,3000.00,25,0.1440,27.8647
1036,2662.0307,2854.68,19,0.1438,22.9943
1037,2729.4919,3000.00,24,0.1437,23.7589
1038,2886.0737,2985.29,21,0.1436,27.8045
1039,2555.3771,2762.50,22,0.1435,25.6922
1040,2870.2239,3000.00,25,0.1433,28.3696
1041,2985.4305,3000.00,20,0.1431,27.5109
1042,2624.6136,2876.59,22,0.1429,26.1964
1043,2853.2305,3000.00,23,0.1428,28.2022
1044,2521.8902,2832.55,22,0.1428,26.5465
1045,2767.4166,2928.21,24,0.1429,25.6066
1046,2691.8924,2887.20,20,0.1428,25.4439
1047,2730.3142,2951.54,24,0.1423,33.5909
1048,2727.6087,2967.86,22,0.1419,23.8428
1049,2655.4903,2892.00,21,0.1414,28.1674
1050,2736.2340,2870.58,26,0.1413,24.6352
1051,2669.0271,2886.58,19,0.1411,23.9867
1052,2667.1576,2936.83,24,0.1410,26.7322
1053,2715.8007,2934.35,23,0.1410,25.0280
1054,2832.6213,3000.00,18,0.1409,26.3507
1055,2901.6341,3000.00,27,0.1408,27.4103
1056,2725.2370,2961.83,23,0.1406,25.9557
1057,2786.4124,2909.12,17,0.1405,22.0599
1058,2793.9427,3000.00,30,0.1404,28.5402
1059,2804.4027,2932.22,18,0.1405,29.6223
1060,2679.5415,2863.62,21,0.1406,25.7769
1061,2852.7857,2989.75,28,0.1404,30.0517
1062,2750.5817,2960.31,16,0.1402,29.3162
1063,2806.9179,2898.46,24,0.1401,25.4440
1064,2729.5326,2912.30,27,0.1402,26.3725
1065,2635.8793,2993.00,15,0.1402,30.1065
1066,2781.7221,2842.69,26,0.1399,27.9186
1067,2654.5734,2817.00,28,0.1397,33.0187
1068,2583.9518,2759.65,17,0.1397,27.3291
1069,3013.2902,3000.00,23,0.1395,26.9183
1070,2804.0756,2920.62,26,0.1393,28.8481
1071,2697.5978,2997.29,17,0.1393,25.0393
1072,2753.8937,2969.57,23,0.1393,23.2837
1073,2919.8455,2929.92,26,0.1393,30.5832
1074,2674.2919,2783.22,18,0.1391,27.8796
1075,2692.4647,2858.56,25,0.1390,24.8315
1076,2695.4220,2884.00,25,0.1388,27.5538
1077,2858.1842,2890.59,17,0.1387,26.6562
1078,2802.6423,2970.96,25,0.1385,24.9749
1079,2685.2635,2770.73,26,0.1383,27.5627
1080,2722.8139,2974.94,18,0.1381,23.1824
1081,2779.9443,2916.56,25,0.1381,30.6455
1082,2832.9100,3000.00,23,0.1380,23.7600
1083,2695.3034,2798.00,20,0.1378,27.8331
1084,2599.2084,2816.88,26,0.1377,27.1930
1085,2678.9723,2805.57,23,0.1376,29.2537
1086,2909.8923,3000.00,23,0.1374,27.1092
1087,2723.0122,2923.95,22,0.1372,26.7777
1088,2635.7590,2816.79,24,0.1372,24.9801
1089,2728.5327,2794.78,23,0.1371,32.8496
1090,2843.5777,3000.00,20,0.1371,26.4565
1091,2814.2953,2934.57,28,0.1371,28.1066
1092,2689.3604,2926.47,17,0.1371,27.3477
1093,2623.5264,2863.52,23,0.1369,25.0332
1094,2748.4345,2952.41,27,0.1366,28.9904
1095,2631.2199,2681.53,17,0.1364,30.3192
1096,2731.0060,2838.34,29,0.1363,29.8657
1097,2717.5140,2881.26,23,0.1362,30.6264
1098,2610.4564,3000.00,14,0.1359,24.3144
1099,2850.9051,2933.65,31,0.1357,32.8438
1100,2753.4751,2968.86,22,0.1357,31.0862
1101,2594.5300,2708.86,14,0.1357,30.3210
1102,2837.5485,2940.42,31,0.1355,26.8388
1103,2902.7162,3000.00,19,0.1355,31.7811
1104,2748.3157,2944.50,18,0.1354,23.4622
1105,2769.1974,2830.47,30,0.1353,27.5387
1106,2877.9926,3000.00,18,0.1351,26.0852
1107,2546.7709,2658.95,22,0.1349,24.2581
1108,2774.5005,2889.41,29,0.1349,26.4214
